name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Azorhizobium caulinodans	7	species	5369772	41	30	0.0
Buchnera aphidicola	9	species	591578	224	143	0.0
Cellulomonas gilvus	11	species	3526441	21	16	0.0
Dictyoglomus	13	genus	0	1	0	0.0
Dictyoglomus thermophilum	14	species	1959987	30	23	0.0
Pelobacter carbinolicus	19	species	3665893	10	7	0.0
Shewanella	22	genus	0	1	1	0.0
Shewanella putrefaciens	24	species	4749735	30	18	0.0
Myxococcales	29	order	0	1	0	0.0
Myxococcaceae	31	family	0	1	0	0.0
Myxococcus	32	genus	0	1	0	0.0
Myxococcus fulvus	33	species	10026214	117	56	0.0
Myxococcus xanthus	34	species	9139763	67	33	0.0
Myxococcus macrosporus	35	species	8973512	81	33	0.0
Stigmatella aurantiaca	41	species	10260756	33	24	0.0
Cystobacter	42	genus	0	1	0	0.0
Cystobacter fuscus	43	species	12349744	50	39	0.0
Archangium gephyra	48	species	12489432	64	50	0.0
Chondromyces crocatus	52	species	11388132	76	58	0.0
Sorangium cellulosum	56	species	14124497	236	176	0.0
Vitreoscilla	59	genus	0	1	0	0.0
Vitreoscilla filiformis	63	species	3787551	32	24	0.0
Lysobacter	68	genus	0	2	0	0.0
Lysobacter enzymogenes	69	species	6096022	71	51	0.0
Simonsiella muelleri	72	species	2469862	35	28	0.0
Caulobacter	75	genus	0	1	0	0.0
Cyclobacterium marinum	104	species	6221273	60	44	0.0
Runella slithyformis	106	species	6919729	49	39	0.0
Spirosoma	107	genus	0	2	0	0.0
Planctomycetales	112	order	0	2	0	0.0
Gemmata	113	genus	0	26	0	0.0
Planctomyces	118	genus	0	10	0	0.0
Rubinisphaera brasiliensis	119	species	6006602	22	20	0.0
Planctopirus limnophila	120	species	5460085	25	15	0.0
Pirellula staleyi	125	species	6196199	27	18	0.0
Planctomycetaceae	126	family	0	17	0	0.0
Isosphaera	127	genus	0	15	0	0.0
Isosphaera pallida	128	species	5529304	30	22	0.0
Borrelia	138	genus	0	3	0	0.0
Borreliella burgdorferi	139	species	1998154	34	22	0.0
Borrelia hermsii	140	species	1156143	11	6	0.0
Borrelia parkeri	141	species	1030684	11	2	0.0
Borrelia turicatae	142	species	1165365	16	4	0.0
Borrelia anserina	143	species	1042690	19	14	0.0
Spirochaeta thermophila	154	species	2516433	22	17	0.0
Treponema	157	genus	0	80	1	0.0
Treponema denticola	158	species	2843201	23	18	0.0
Brachyspira hyodysenteriae	159	species	3048442	70	44	0.0
Treponema pallidum	160	species	1139203	14	0	0.0
Treponema succinifaciens	167	species	2897425	52	19	0.0
Leptospiraceae	170	family	0	1	0	0.0
Leptospira	171	genus	0	1	0	0.0
Leptospira biflexa	172	species	3953768	35	28	0.0
Leptospira interrogans	173	species	5299867	79	62	0.0
Leptospira borgpetersenii	174	species	3948532	81	53	0.0
Leptospirillum ferrooxidans	180	species	2559538	4	3	0.0
Azospirillum	191	genus	0	1	0	0.0
Azospirillum brasilense	192	species	13978806	101	66	0.0
Azospirillum lipoferum	193	species	7223069	125	85	0.0
Campylobacter	194	genus	0	3	0	0.0
Campylobacter coli	195	species	7280491	47	34	0.0
Campylobacter fetus	196	species	2083361	50	35	0.0
Campylobacter jejuni	197	species	7998700	116	76	0.0
Campylobacter hyointestinalis	198	species	1753331	44	30	0.0
Campylobacter concisus	199	species	1969727	26	20	0.0
Campylobacter curvus	200	species	1971270	7	4	0.0
Campylobacter lari	201	species	1576113	77	39	0.0
Campylobacter sputorum	206	species	1728969	37	29	0.0
Helicobacter pylori	210	species	2877908	170	145	0.0
Helicobacter acinonychis	212	species	1557588	8	6	0.0
Helicobacter cinaedi	213	species	2170766	21	14	0.0
Helicobacter felis	214	species	1672681	6	4	0.0
Helicobacter mustelae	217	species	1578097	16	10	0.0
Achromobacter	222	genus	0	8	0	0.0
Alteromonas	226	genus	0	2	0	0.0
Pseudoalteromonas haloplanktis	228	species	3850272	26	3	0.0
Brucella	234	genus	0	32	25	0.0
Brucella abortus	235	species	6200071	5	0	0.0
Elizabethkingia meningoseptica	238	species	11750998	53	48	0.0
Chryseobacterium indologenes	253	species	15322966	96	73	0.0
Francisella	262	genus	0	1	0	0.0
Francisella tularensis	263	species	2860943	92	53	0.0
Paracoccus denitrificans	266	species	5236194	44	32	0.0
Thermus	270	genus	0	1	0	0.0
Thermus aquaticus	271	species	2338641	15	9	0.0
Thermus thermophilus	274	species	2199728	23	12	0.0
Meiothermus ruber	277	species	3097457	16	13	0.0
Xanthobacter autotrophicus	280	species	5625098	52	35	0.0
Comamonas	283	genus	0	1	0	0.0
Comamonas testosteroni	285	species	5695231	89	62	0.0
Pseudomonas	286	genus	0	116	41	0.0
Pseudomonas aeruginosa	287	species	33490364	180429	179531	0.0
Pseudoalteromonas atlantica	288	species	4428300	59	31	0.0
Burkholderia cepacia	292	species	17650414	526	141	0.0
Pseudomonas fluorescens	294	species	14826544	934	645	0.0
Pseudomonas fragi	296	species	10253943	50	17	0.0
Pseudomonas mendocina	300	species	6702726	184	92	0.0
Pseudomonas putida	303	species	9248003	552	296	0.0
Ralstonia solanacearum	305	species	14666114	204	144	0.0
Pseudomonas stutzeri	316	species	9231642	282	177	0.0
Pseudomonas syringae	317	species	9007236	247	127	0.0
Ralstonia pickettii	329	species	5276379	96	52	0.0
Pseudomonas pseudoalcaligenes	330	species	4691662	49	14	0.0
Burkholderia glumae	337	species	7333967	103	29	0.0
Xanthomonas	338	genus	0	27	9	0.0
Xanthomonas campestris	339	species	7252632	144	96	0.0
Xanthomonas translucens	343	species	4638247	86	55	0.0
Xanthomonas citri	346	species	27582413	189	88	0.0
Xanthomonas oryzae	347	species	27499458	101	52	0.0
Azotobacter	352	genus	0	1	0	0.0
Azotobacter chroococcum	353	species	5107670	74	35	0.0
Azotobacter vinelandii	354	species	5351632	64	28	0.0
Rhizobiales	356	order	0	12	0	0.0
Agrobacterium tumefaciens	358	species	12204343	110	54	0.0
Agrobacterium rhizogenes	359	species	5114384	32	25	0.0
Agrobacterium vitis	373	species	6320946	28	21	0.0
Bradyrhizobium	374	genus	0	4	1	0.0
Bradyrhizobium japonicum	375	species	14285121	85	53	0.0
Bradyrhizobium sp.	376	species	7547693	48	29	0.0
Rhizobium	379	genus	0	49	26	0.0
Sinorhizobium fredii	380	species	6844330	96	50	0.0
Mesorhizobium loti	381	species	7481739	57	35	0.0
Sinorhizobium meliloti	382	species	16976189	86	53	0.0
Rhizobium leguminosarum	384	species	10661761	247	172	0.0
Rhizobium phaseoli	396	species	47253275	84	34	0.0
Rhizobium tropici	398	species	6686334	32	19	0.0
Neorhizobium galegae	399	species	6434105	47	39	0.0
Methylobacillus flagellatus	405	species	2971517	16	11	0.0
Methylobacterium	407	genus	0	9	0	0.0
Methylobacterium extorquens	408	species	7205068	124	67	0.0
Methylococcus capsulatus	414	species	3304561	23	16	0.0
Methylomonas	416	genus	0	1	0	0.0
Methylomonas methanica	421	species	5051681	51	45	0.0
Methylosinus trichosporium	426	species	5183433	65	48	0.0
Acetobacteraceae	433	family	0	3	0	0.0
Acetobacter aceti	435	species	3725037	16	11	0.0
Acetobacter pasteurianus	438	species	3923629	54	35	0.0
Gluconobacter oxydans	442	species	4038076	49	38	0.0
Legionella	445	genus	0	1	0	0.0
Legionella pneumophila	446	species	27794251	214	161	0.0
Legionella hackeliae	449	species	3570857	20	15	0.0
Legionella longbeachae	450	species	6281519	34	25	0.0
Tatlockia micdadei	451	species	9836958	28	23	0.0
Legionella spiritensis	452	species	3348070	15	8	0.0
Moraxellaceae	468	family	0	1	0	0.0
Acinetobacter	469	genus	0	13	4	0.0
Acinetobacter baumannii	470	species	22550484	207	113	0.0
Acinetobacter calcoaceticus	471	species	8244977	65	16	0.0
Moraxella catarrhalis	480	species	5768588	37	28	0.0
Neisseriaceae	481	family	0	3	0	0.0
Neisseria	482	genus	0	1	0	0.0
Neisseria gonorrhoeae	485	species	8294881	28	11	0.0
Neisseria lactamica	486	species	2183664	26	3	0.0
Neisseria meningitidis	487	species	9765549	94	40	0.0
Neisseria mucosa	488	species	2688408	12	2	0.0
Neisseria sicca	490	species	2783943	16	4	0.0
Neisseria elongata	495	species	2256647	18	14	0.0
Psychrobacter	497	genus	0	1	0	0.0
Thermomicrobium roseum	500	species	2920744	14	12	0.0
Alcaligenaceae	506	family	0	4	0	0.0
Alcaligenes faecalis	511	species	16449801	69	42	0.0
Bordetella	517	genus	0	7	0	0.0
Bordetella bronchiseptica	518	species	9103328	108	26	0.0
Bordetella parapertussis	519	species	6406911	52	1	0.0
Bordetella pertussis	520	species	237655209	46	7	0.0
Bordetella avium	521	species	3732255	27	18	0.0
Acidiphilium	522	genus	0	1	0	0.0
Acidiphilium cryptum	524	species	3963080	34	6	0.0
Ochrobactrum anthropi	529	species	5053471	24	20	0.0
Beijerinckia indica	533	species	4418616	28	23	0.0
Chromobacterium	535	genus	0	1	0	0.0
Chromobacterium violaceum	536	species	4568609	58	34	0.0
Eikenella corrodens	539	species	2192577	23	17	0.0
Zymomonas mobilis	542	species	2378539	37	31	0.0
Enterobacteriaceae	543	family	0	72	15	0.0
Citrobacter	544	genus	0	69	5	0.0
Citrobacter koseri	545	species	12203313	106	42	0.0
Citrobacter freundii	546	species	37135395	369	96	0.0
Enterobacter	547	genus	0	89	15	0.0
Klebsiella aerogenes	548	species	19493298	131	65	0.0
Pantoea agglomerans	549	species	9924096	74	37	0.0
Enterobacter cloacae	550	species	20949008	495	175	0.0
Erwinia	551	genus	0	11	0	0.0
Erwinia amylovora	552	species	3858195	29	14	0.0
Pantoea ananatis	553	species	5872423	63	38	0.0
Pectobacterium carotovorum	554	species	7373255	138	67	0.0
Escherichia	561	genus	0	47	0	0.0
Escherichia coli	562	species	27661575	205137	191448	0.0
Shimwellia blattae	563	species	4158725	47	25	0.0
Escherichia fergusonii	564	species	4643861	591	121	0.0
Hafnia	568	genus	0	3	0	0.0
Hafnia alvei	569	species	6928437	87	47	0.0
Klebsiella	570	genus	0	53	2	0.0
Klebsiella oxytoca	571	species	42961048	351	92	0.0
Klebsiella pneumoniae	573	species	42121877	626	338	0.0
Raoultella planticola	575	species	5823931	69	34	0.0
Morganella	581	genus	0	2	0	0.0
Morganella morganii	582	species	11874077	79	53	0.0
Proteus	583	genus	0	3	0	0.0
Proteus mirabilis	584	species	23312057	104	72	0.0
Proteus vulgaris	585	species	3961988	38	26	0.0
Providencia	586	genus	0	2	0	0.0
Providencia rettgeri	587	species	9407694	39	27	0.0
Providencia stuartii	588	species	13206092	49	42	0.0
Salmonella	590	genus	0	10	0	0.0
Serratia	613	genus	0	30	1	0.0
Serratia liquefaciens	614	species	7947058	47	29	0.0
Serratia marcescens	615	species	24300653	367	188	0.0
Shigella	620	genus	0	72	0	0.0
Shigella dysenteriae	622	species	4873338	5100	1690	0.0
Shigella flexneri	623	species	4828820	3518	964	0.0
Xenorhabdus	626	genus	0	4	0	0.0
Xenorhabdus nematophila	628	species	4586662	28	23	0.0
Yersinia	629	genus	0	6	0	0.0
Yersinia enterocolitica	630	species	12732490	122	82	0.0
Yersinia intermedia	631	species	9820399	18	2	0.0
Yersinia pestis	632	species	7124135	47	13	0.0
Yersinia pseudotuberculosis	633	species	10364796	67	22	0.0
Edwardsiella	635	genus	0	7	0	0.0
Edwardsiella tarda	636	species	4957945	76	23	0.0
Vibrionaceae	641	family	0	4	0	0.0
Aeromonas	642	genus	0	25	6	0.0
Aeromonas hydrophila	644	species	8284946	155	71	0.0
Aeromonas salmonicida	645	species	8702641	76	25	0.0
Aeromonas caviae	648	species	4518310	21	3	0.0
Aeromonas media	651	species	4788430	29	12	0.0
Aeromonas schubertii	652	species	4400034	24	18	0.0
Aeromonas veronii	654	species	11743161	81	51	0.0
Photobacterium	657	genus	0	1	0	0.0
Vibrio	662	genus	0	14	1	0.0
Vibrio alginolyticus	663	species	37918770	85	45	0.0
Vibrio cholerae	666	species	12622139	72	38	0.0
Aliivibrio fischeri	668	species	4273718	49	34	0.0
Vibrio harveyi	669	species	24177087	47	27	0.0
Vibrio parahaemolyticus	670	species	16444666	100	78	0.0
Vibrio vulnificus	672	species	14482894	115	69	0.0
Grimontia hollisae	673	species	3998439	21	16	0.0
Vibrio mimicus	674	species	8922712	41	32	0.0
Vibrio fluvialis	676	species	14546945	38	19	0.0
Vibrio campbellii	680	species	15852206	78	50	0.0
Vibrio gazogenes	687	species	4786552	22	14	0.0
Vibrio natriegens	691	species	13279594	76	42	0.0
Plesiomonas shigelloides	703	species	7376338	62	39	0.0
Pasteurellaceae	712	family	0	2	0	0.0
Aggregatibacter actinomycetemcomitans	714	species	3734239	38	30	0.0
Actinobacillus pleuropneumoniae	715	species	2299903	27	18	0.0
Actinobacillus suis	716	species	2501778	22	13	0.0
Actinobacillus equuli	718	species	2431533	23	10	0.0
Haemophilus influenzae	727	species	4440041	98	75	0.0
Haemophilus parainfluenzae	729	species	2086875	15	7	0.0
[Haemophilus] ducreyi	730	species	10971947	15	12	0.0
Histophilus somni	731	species	6471723	30	23	0.0
Aggregatibacter aphrophilus	732	species	3520359	40	26	0.0
Glaesserella parasuis	738	species	5699427	60	48	0.0
Pasteurella multocida	747	species	6998341	74	55	0.0
Gallibacterium anatis	750	species	2694139	23	17	0.0
Pasteurella dagmatis	754	species	2287213	16	14	0.0
Anaplasma centrale	769	species	1206806	5	4	0.0
Anaplasma marginale	770	species	1200061	3	2	0.0
Bartonella	773	genus	0	2	1	0.0
Bartonella bacilliformis	774	species	1444215	4	4	0.0
Coxiella burnetii	777	species	2581550	23	18	0.0
Ehrlichia ruminantium	779	species	2264626	33	25	0.0
Rickettsia	780	genus	0	13	10	0.0
Rickettsia conorii	781	species	1268755	2	0	0.0
Rickettsia prowazekii	782	species	1111249	16	9	0.0
Rickettsia rickettsii	783	species	1392273	6	2	0.0
Orientia tsutsugamushi	784	species	2068019	33	32	0.0
Rickettsia typhi	785	species	1112275	20	11	0.0
Rickettsia akari	786	species	1231060	9	5	0.0
Rickettsia australis	787	species	1323280	9	5	0.0
Rickettsia canadensis	788	species	1155000	29	21	0.0
Bartonella quintana	803	species	1581384	14	9	0.0
Chlamydia	810	genus	0	1	0	0.0
Chlamydia trachomatis	813	species	1744976	15	11	0.0
Bacteroides fragilis	817	species	9153664	78	62	0.0
Bacteroides thetaiotaomicron	818	species	6390542	71	58	0.0
Bacteroides vulgatus	821	species	5163189	15	9	0.0
Parabacteroides distasonis	823	species	4811379	16	3	0.0
Campylobacter gracilis	824	species	2281652	12	10	0.0
Sebaldella termitidis	826	species	4486650	59	49	0.0
Campylobacter ureolyticus	827	species	1641887	27	17	0.0
Fibrobacter succinogenes	833	species	7685639	18	13	0.0
Porphyromonas gingivalis	837	species	7948672	45	32	0.0
Prevotella	838	genus	0	1	0	0.0
Prevotella ruminicola	839	species	3619559	20	18	0.0
Wolinella succinogenes	844	species	2110355	13	9	0.0
Oxalobacter formigenes	847	species	2451262	14	13	0.0
Fusobacterium gonidiaformans	849	species	1678881	13	10	0.0
Fusobacterium mortiferum	850	species	2716766	35	32	0.0
Fusobacterium nucleatum	851	species	3173553	343	256	0.0
Faecalibacterium prausnitzii	853	species	5978976	27	18	0.0
Fusobacterium varium	856	species	3734649	161	129	0.0
Fusobacterium necrophorum	859	species	2286018	25	19	0.0
Fusobacterium periodonticum	860	species	24013616	195	135	0.0
Fusobacterium ulcerans	861	species	3537675	55	38	0.0
Syntrophomonas wolfei	863	species	2936195	21	13	0.0
Dichelobacter nodosus	870	species	1389350	35	22	0.0
Desulfovibrio	872	genus	0	2	0	0.0
Desulfovibrio africanus	873	species	4200534	16	14	0.0
Desulfovibrio desulfuricans	876	species	3366008	25	15	0.0
Desulfovibrio salexigens	880	species	4289847	18	13	0.0
Desulfovibrio vulgaris	881	species	3802302	49	27	0.0
Desulfococcus multivorans	897	species	8911375	9	7	0.0
Desulfomicrobium baculatum	899	species	3942657	15	14	0.0
Desulfovibrio piger	901	species	2807531	17	12	0.0
Acidaminococcus fermentans	905	species	2329769	14	10	0.0
Megasphaera elsdenii	907	species	2516494	28	21	0.0
Nitrobacter hamburgensis	912	species	5011522	34	26	0.0
Nitrobacter winogradskyi	913	species	3402093	30	22	0.0
Nitrosomonas	914	genus	0	1	0	0.0
Nitrosomonas europaea	915	species	2812094	14	10	0.0
Nitrosomonas eutropha	916	species	2781824	14	13	0.0
Acidithiobacillus ferrooxidans	920	species	2933717	15	10	0.0
Starkeya novella	921	species	4765023	59	43	0.0
Thiomonas intermedia	926	species	3402761	45	31	0.0
Halothiobacillus neapolitanus	927	species	2582886	16	13	0.0
Hydrogenobacter thermophilus	940	species	3486067	5	1	0.0
Ehrlichia canis	944	species	1314909	26	18	0.0
Ehrlichia chaffeensis	945	species	1174554	17	15	0.0
Anaplasma phagocytophilum	948	species	1493914	13	11	0.0
Neorickettsia risticii	950	species	879977	13	4	0.0
Neorickettsia sennetsu	951	species	859006	12	3	0.0
Francisella persica	954	species	3057444	26	14	0.0
Bdellovibrio bacteriovorus	959	species	4594625	61	53	0.0
Bacteriovorax stolpii	960	species	3810309	100	48	0.0
Herbaspirillum seropedicae	964	species	8221139	36	21	0.0
Selenomonas ruminantium	971	species	3631933	27	22	0.0
Bacteroidetes	976	phylum	0	1	0	0.0
Cellulophaga lytica	979	species	5771544	49	41	0.0
Pedobacter heparinus	984	species	5167383	28	26	0.0
Cytophaga hutchinsonii	985	species	4433218	52	40	0.0
Flavobacterium johnsoniae	986	species	5603295	117	87	0.0
Solitalea canadensis	995	species	5202069	25	22	0.0
Flavobacterium columnare	996	species	8008155	92	66	0.0
Bernardetia litoralis	999	species	4919337	73	59	0.0
Marivirga tractuosa	1006	species	4516490	42	31	0.0
Saprospira grandis	1008	species	4400185	32	26	0.0
Sphingobacterium mizutaii	1010	species	4653048	35	28	0.0
Weeksella virosa	1014	species	2272954	20	19	0.0
Capnocytophaga gingivalis	1017	species	2838633	18	15	0.0
Capnocytophaga ochracea	1018	species	2612925	27	5	0.0
Capnocytophaga sputigena	1019	species	9028510	58	32	0.0
Allochromatium vinosum	1049	species	3669074	29	24	0.0
Halorhodospira halophila	1053	species	2678452	25	12	0.0
Rhodobacter	1060	genus	0	3	0	0.0
Rhodobacter capsulatus	1061	species	3871920	34	27	0.0
Rhodobacter sphaeroides	1063	species	6930832	60	47	0.0
Rhodomicrobium	1068	genus	0	1	0	0.0
Rhodomicrobium vannielii	1069	species	4014469	21	15	0.0
Rhodopseudomonas	1073	genus	0	1	0	0.0
Rhodopseudomonas palustris	1076	species	6062656	314	218	0.0
Blastochloris viridis	1079	species	11174693	31	12	0.0
Pararhodospirillum photometricum	1084	species	3876289	23	16	0.0
Rhodospirillum rubrum	1085	species	4379691	27	21	0.0
Chlorobium	1091	genus	0	1	0	0.0
Chlorobium limicola	1092	species	2763181	17	11	0.0
Chlorobium phaeovibrioides	1094	species	1966858	12	10	0.0
Chlorobium phaeobacteroides	1096	species	2935152	26	18	0.0
Chlorobaculum tepidum	1097	species	2154946	13	9	0.0
Pelodictyon luteolum	1100	species	2364842	9	6	0.0
Prosthecochloris aestuarii	1102	species	2579695	26	22	0.0
Chloroflexus	1107	genus	0	1	0	0.0
Chloroflexus aurantiacus	1108	species	5258541	43	0	0.0
Porphyrobacter	1111	genus	0	1	0	0.0
Porphyrobacter neustonensis	1112	species	3090363	18	14	0.0
Cyanobacteria	1117	phylum	0	2	0	0.0
Microcystis aeruginosa	1126	species	4930969	89	57	0.0
Synechocystis	1142	genus	0	1	0	0.0
Synechocystis sp. PCC 6714	1147	species	3738889	15	11	0.0
Synechocystis sp. PCC 6803	1148	species	6436711	28	0	0.0
Oscillatoriales	1150	order	0	1	0	0.0
Nostocales	1161	order	0	4	0	0.0
Trichormus azollae	1164	species	5486145	57	42	0.0
Anabaena cylindrica	1165	species	7063285	82	58	0.0
Nostoc	1177	genus	0	3	0	0.0
Leptolyngbya boryana	1184	species	6946868	34	30	0.0
Rivulariaceae	1185	family	0	2	0	0.0
Trichodesmium erythraeum	1206	species	7750108	90	70	0.0
Prochlorococcus marinus	1219	species	1799150	185	122	0.0
Proteobacteria	1224	phylum	0	7	0	0.0
Nitrosococcus oceani	1229	species	3522111	12	12	0.0
Nitrosospira multiformis	1231	species	3234309	7	4	0.0
Gammaproteobacteria	1236	class	0	22	0	0.0
Piscirickettsia salmonis	1238	species	32753807	127	90	0.0
Firmicutes	1239	phylum	0	2	0	0.0
Leuconostoc	1243	genus	0	2	0	0.0
Leuconostoc gelidum	1244	species	1966103	51	28	0.0
Leuconostoc mesenteroides	1245	species	3027256	72	45	0.0
Leuconostoc lactis	1246	species	1788069	31	6	0.0
Oenococcus oeni	1247	species	1780517	30	20	0.0
Weissella paramesenteroides	1249	species	1947910	45	26	0.0
Leuconostoc carnosum	1252	species	1773468	22	13	0.0
Pediococcus	1253	genus	0	2	0	0.0
Pediococcus acidilactici	1254	species	10599728	89	31	0.0
Pediococcus pentosaceus	1255	species	3694260	136	47	0.0
Finegoldia magna	1260	species	1986740	30	17	0.0
Ruminococcus albus	1264	species	4482087	30	21	0.0
Micrococcaceae	1268	family	0	2	0	0.0
Micrococcus luteus	1270	species	2501097	22	13	0.0
Dermacoccus nishinomiyaensis	1274	species	3113642	21	14	0.0
Kytococcus sedentarius	1276	species	2785024	14	12	0.0
Staphylococcus	1279	genus	0	85	37	0.0
Staphylococcus aureus	1280	species	13150441	388424	386446	0.0
Staphylococcus carnosus	1281	species	2605765	50	28	0.0
Staphylococcus epidermidis	1282	species	6505285	783	162	0.0
Staphylococcus haemolyticus	1283	species	6578066	208	97	0.0
Staphylococcus hyicus	1284	species	2472129	63	35	0.0
Staphylococcus simulans	1286	species	11178520	96	67	0.0
Staphylococcus xylosus	1288	species	11321211	86	54	0.0
Staphylococcus hominis	1290	species	2253412	81	44	0.0
Staphylococcus warneri	1292	species	2560716	69	33	0.0
Staphylococcus muscae	1294	species	4190247	32	17	0.0
Staphylococcus schleiferi	1295	species	12494798	706	139	0.0
Staphylococcus sciuri	1296	species	2853815	76	41	0.0
Deinococcus radiodurans	1299	species	6628921	28	19	0.0
Streptococcaceae	1300	family	0	4	0	0.0
Streptococcus	1301	genus	0	250	2	0.0
Streptococcus gordonii	1302	species	5507044	32	22	0.0
Streptococcus oralis	1303	species	2622604	50	35	0.0
Streptococcus salivarius	1304	species	5867551	77	37	0.0
Streptococcus sanguinis	1305	species	2388435	11	6	0.0
Streptococcus suis	1307	species	3647182	107	67	0.0
Streptococcus thermophilus	1308	species	5060673	56	40	0.0
Streptococcus mutans	1309	species	2365621	48	34	0.0
Streptococcus agalactiae	1311	species	11084941	266	116	0.0
Streptococcus pneumoniae	1313	species	3095035	53	31	0.0
Streptococcus pyogenes	1314	species	5095760	878	132	0.0
Streptococcus parasanguinis	1318	species	2162630	11	7	0.0
Streptococcus sp. 'group B'	1319	species	2178261	24	0	0.0
Blautia hansenii	1322	species	3065949	21	18	0.0
Streptococcus acidominimus	1326	species	2330811	16	12	0.0
Streptococcus anginosus	1328	species	2557124	98	57	0.0
Streptococcus dysgalactiae	1334	species	2149105	26	14	0.0
Streptococcus equinus	1335	species	2311542	23	9	0.0
Streptococcus equi	1336	species	2140495	22	12	0.0
Streptococcus intermedius	1338	species	2452858	87	44	0.0
Streptococcus iniae	1346	species	8406582	20	13	0.0
Streptococcus parauberis	1348	species	2148082	28	23	0.0
Streptococcus uberis	1349	species	1858097	13	9	0.0
Enterococcus	1350	genus	0	99	3	0.0
Enterococcus faecalis	1351	species	5884349	386600	385334	0.0
Enterococcus faecium	1352	species	24066149	480	211	0.0
Enterococcus hirae	1354	species	4331073	279	22	0.0
Lactococcus	1357	genus	0	1	0	0.0
Lactococcus lactis	1358	species	5228513	199	144	0.0
Lactococcus garvieae	1363	species	1971402	37	24	0.0
Lactococcus piscium	1364	species	2503066	23	17	0.0
Lactococcus raffinolactis	1366	species	2292235	24	11	0.0
Planococcus	1372	genus	0	19	0	0.0
Planococcus kocurii	1374	species	3485580	43	27	0.0
Aerococcus	1375	genus	0	6	0	0.0
Aerococcus urinae	1376	species	2027618	52	31	0.0
Aerococcus viridans	1377	species	2199877	36	10	0.0
Gemella	1378	genus	0	1	0	0.0
Atopobium parvulum	1382	species	1543805	7	6	0.0
Bacillales	1385	order	0	7	0	0.0
Bacillus	1386	genus	0	1927	1822	0.0
Bacillus amyloliquefaciens	1390	species	7264085	335	128	0.0
Bacillus anthracis	1392	species	19552719	134	56	0.0
Brevibacillus brevis	1393	species	6469936	53	35	0.0
Bacillus cereus	1396	species	13824162	1539	1051	0.0
Bacillus coagulans	1398	species	6128401	107	79	0.0
Bacillus licheniformis	1402	species	30493173	522	51	0.0
Bacillus megaterium	1404	species	5380541	171	88	0.0
Bacillus mycoides	1405	species	17514250	638	551	0.0
Paenibacillus polymyxa	1406	species	10814072	184	105	0.0
Bacillus pumilus	1408	species	24519476	239	156	0.0
Bacillus sp. (in: Bacteria)	1409	species	4233615	645	157	0.0
Bacillus cellulosilyticus	1413	species	4681672	59	42	0.0
Lysinibacillus sphaericus	1421	species	22490079	153	111	0.0
Geobacillus stearothermophilus	1422	species	3571659	47	13	0.0
Bacillus subtilis	1423	species	11131147	634282	630139	0.0
Parageobacillus thermoglucosidasius	1426	species	7938085	44	26	0.0
Bacillus thuringiensis	1428	species	11418364	800	372	0.0
Amphibacillus xylanus	1449	species	2569486	37	22	0.0
Bacillus atrophaeus	1452	species	8424866	243	128	0.0
Geobacillus kaustophilus	1462	species	3592666	12	3	0.0
Paenibacillus larvae	1464	species	13176472	50	38	0.0
Brevibacillus laterosporus	1465	species	5253881	62	50	0.0
Bacillus methanolicus	1471	species	3425208	30	23	0.0
Virgibacillus pantothenticus	1473	species	4263520	44	34	0.0
Sporosarcina psychrophila	1476	species	4674191	65	35	0.0
Bacillus simplex	1478	species	5583751	102	69	0.0
Bacillus smithii	1479	species	3381292	32	23	0.0
Virgibacillus halodenitrificans	1482	species	3917759	132	38	0.0
Clostridium	1485	genus	0	7	0	0.0
Clostridium acetobutylicum	1488	species	4136895	88	61	0.0
Clostridium botulinum	1491	species	8983007	5090	4793	0.0
Clostridium butyricum	1492	species	18483337	153	113	0.0
Clostridium cellulovorans	1493	species	5262222	112	76	0.0
Clostridium cochlearium	1494	species	2435419	47	30	0.0
Clostridioides difficile	1496	species	27012813	171	129	0.0
Clostridium formicaceticum	1497	species	9173483	39	29	0.0
Clostridium pasteurianum	1501	species	7484269	156	123	0.0
Clostridium perfringens	1502	species	9101773	215	166	0.0
Paeniclostridium sordellii	1505	species	3584812	85	55	0.0
Clostridium sporogenes	1509	species	8284974	125	63	0.0
[Clostridium] stercorarium	1510	species	4042789	27	20	0.0
Acetoanaerobium sticklandii	1511	species	2715461	31	21	0.0
Clostridium tetani	1513	species	2869591	68	57	0.0
Ruminiclostridium thermocellum	1515	species	3634338	44	35	0.0
Thermoanaerobacterium thermosaccharolyticum	1517	species	2858584	78	57	0.0
Clostridium tyrobutyricum	1519	species	3134437	44	34	0.0
Clostridium beijerinckii	1520	species	7698876	251	183	0.0
[Clostridium] cellulolyticum	1521	species	4068724	35	23	0.0
Moorella thermoacetica	1525	species	6658074	15	12	0.0
Clostridium kluyveri	1534	species	4164012	101	72	0.0
Clostridium ljungdahlii	1538	species	4630065	50	10	0.0
Clostridium novyi	1542	species	2547720	32	26	0.0
Clostridium scatologenes	1548	species	5749410	109	84	0.0
Gottschalkia acidurici	1556	species	3108248	65	47	0.0
Clostridium baratii	1561	species	3275173	139	110	0.0
Desulfotomaculum	1562	genus	0	3	0	0.0
Desulfosporosinus orientis	1563	species	5863081	49	37	0.0
Desulfotomaculum ruminis	1564	species	3969014	21	13	0.0
Desulfotomaculum nigrificans	1565	species	2892255	15	10	0.0
